MMSI,Vessel Name,Vessel Type,Call Sign,IMO Number,Length,Breadth,Depth,Flag
257497500,TINDSKJAER,Fishing,JXVS,,,,,Norway
257498000,SYGNA TIDE,Cargo,LGQJ,,,,,Norway
257510000,HELLE,Tanker,LAJE8,,,,,Norway
257518500,REINE,Passenger,LGUW,,,,,Norway
257526600,FV MEHOLMEN,Fishing,LK5775,,,,,Norway
257531800,BASUNEN,Cargo,LG7850,,,,,Norway
257534700,FOSNA TYR,Cargo,LG7822,,,,,Norway
257534800,FOSNA NJORD,Other,LG7823,,,,,Norway
257538500,MJOSUND,22,LENQ,,,,,Norway
257539600,TEDDY VIKING,79,LG7532,,,,,Norway
257542700,SVENNINGEN,99,LF5468,,,,,Norway
257543000,POLARBRIS,Fishing,LHBX,,,,,Norway
257547700,LEISKJER,Cargo,LK6029,,,,,Norway
257547800,ERLING,Dredger,LG7922,,,,,Norway
257556700,RESCUE B. RASMUSSEN,SAR Vessel,LF5477,,,,,Norway
257558000,RO VENTURE,Other,LFYF,,,,,Norway
257560700,NUEN,79,LG8013,,,,,Norway
257565800,LOMVI,47,LF5485,,,,,Norway
257595600,ODANE,Fishing,LMOV,,,,,Norway
257601000,FJELLSTRAUM,Tanker,LAWF7,,,,,Norway
257637000,REM WIND,Other,LAQC8,,,,,Norway
257641800,SKJAANES GUTT,Cargo,LG6340,,,,,Norway
257642000,AMPERE,Passenger,LFEA,,,,,Norway
257647600,GERD M,Tug,LG8377,,,,,Norway
257659600,MARIANNE S,Cargo,LG8381,,,,,Norway
257660000,KRISTOFFER TRONDS,Cargo,LFTF,,,,,Norway
257668900,BOEROESUND,99,LK4581,,,,,Norway
257677700,FRIDE,79,LG8623,,,,,Norway
257677900,RESCUE SUNDT,SAR Vessel,LF3679,,,,,Norway
257687600,FOSNA FRIGG,Cargo,LG8250,,,,,Norway
257690000,NANSEN EXPLORER,69,LALU8,,,,,Norway
257699900,MAXOYE,Diving Ops,LK7128,,,,,Norway
257700000,VIKANOY,Fishing,LFXX,,,,,Norway
257700800,FROY SERVER,Tug,LMVQ,,,,,Norway
257702000,POLAR VIKING,Tanker,LALX8,,,,,Norway
257703800,ERIKA,Cargo,LG8613,,,,,Norway
257704800,BLAATIND,Other,LK8987,,,,,Norway
257706800,VILMA,Other,LG5566,,,,,Norway
257719000,BOA MUNIN,Tug,3YBI,,,,,Norway
257720700,AAROY,45,LCJY,,,,,Norway
257728000,OCEANIC VEGA,Other,LCHQ3,,,,,Norway
257733900,RESCUE SIMRAD FERDER,SAR Vessel,LF3752,,,,,Norway
257735000,CASPIAN,Cargo,LGWF,,,,,Norway
257738000,AURORA PROTECTOR,79,LAMN8,,,,,Norway
257744000,STRAUMFRAKT,79,LGTU,,,,,Norway
257752000,HAVILA CASTOR,Passenger,LFQW,,,,,Norway
257758000,TAMERLANE,Cargo,LAQU5,,,,,Norway
257759000,OLYMPIC BOREAS,Other,LASJ8,,,,,Norway
257761700,ODIN,Cargo,LG2716,,,,,Norway
257764900,BUDDY,Tug,LLRB,,,,,Norway
257766500,RASMUS,79,LM4908,,,,,Norway
257781000,NJORD,HSC,LCSU,,,,,Norway
257782800,JANKER,79,LG8918,,,,,Norway
257789000,RONJA VEST,Cargo,LFZK,,,,,Norway
257795000,SPAR SCORPIO,78,LAFN6,,,,,Norway
257795700,RESCUE EINAR STAFFSR,SAR Vessel,LF6164,,,,,Norway
257796700,SKANSEN,Cargo,LG9368,,,,,Norway
257798370,FLIPPER,Cargo,LM5435,,,,,Norway
257805000,FAEROYSUND,Cargo,LGEY,,,,,Norway
257825000,TROMS SIRIUS,Cargo,LDGG,,,,,Norway
257827000,WATERLORD,Tug,LDLC,,,,,Norway
257829600,ANNE GRO,Other,LG8199,,,,,Norway
257830000,AASVAERFJORD,Cargo,LFZC,,,,,Norway
257836800,SALAR,53,LG9107,,,,,Norway
257841000,NOTUS ENABLER,95,LAVV7,,,,,Norway
257852500,VISION OF THE FJORDS,Passenger,LDXJ,,,,,Norway
257860800,AKVA FIGHTER,Dredger,LG9011,,,,,Norway
257861600,FOSNA AQUA,Dredger,LG9012,,,,,Norway
257867000,SOLITAIRE TIDE,Cargo,LDYF,,,,,Norway
257872800,HELGOEY,99,LG7793,,,,,Norway
257874000,NORTHERN PATHFINDER,Tanker,JXMT,,,,,Norway
257881900,CAESAR,Dredger,LK7978,,,,,Norway
257891800,VILDE O,Cargo,LG5940,,,,,Norway
257892800,HEILHORNET,Cargo,LG9087,,,,,Norway
257898000,CRUDE PASSION,Tanker,LAPT7,,,,,Norway
257912800,AARNES,79,LH5573,,,,,Norway
257914000,WILSON MERSEY,Cargo,LAYK8,,,,,Norway
257917000,FROY SAGA,Other,JXQQ,,,,,Norway
257921800,UNZEN,53,LG9276,,,,,Norway
257928700,LOKE,Cargo,LG9220,,,,,Norway
257931600,BAFJORD,99,LG6761,,,,,Norway
257933900,SORDAL AEGE,Dredger,LK8210,,,,,Norway
257936700,HADSELFJORD,Passenger,LK5517,,,,,Norway
257938000,RONJA PRINCESS,75,LGIQ,,,,,Norway
257942600,MS BANGSUND,Cargo,LK7065,,,,,Norway
257947800,DRAGOEY,Tug,LG5885,,,,,Norway
257948600,AXEL II,Towing,LG2083,,,,,Norway
257956700,STAMFISK,79,LG8538,,,,,Norway
257958900,ELLING CARLSEN,Pilot Vessel,LF5000,,,,,Norway
257959900,RESCUE UTVAER,SAR Vessel,LF6000,,,,,Norway
257960700,EA LUMA,Cargo,LF5725,,,,,Norway
257961900,RYGERFJORD,49,LMSJ,,,,,Norway
257969000,LINK SUN,79,LAQW8,,,,,Norway
257972600,ISTIND,79,LG8467,,,,,Norway
257972800,STOROEY,Cargo,LG9514,,,,,Norway
257981700,VESTBAS,79,LG9703,,,,,Norway
257983500,CAT 2,Cargo,LK3624,,,,,Norway
257985600,THORBJOERN,Cargo,LG9819,,,,,Norway
257986900,OYSKYSS 1,69,LMVY,,,,,Norway
257999800,DRAEGGEN,Cargo,LG6715,,,,,Norway
258000600,TAURUS,Tug,LH3672,,,,,Norway
258001700,HYDRA,Passenger,LFWX,,,,,Norway
258001750,HOVEDOYA II,79,LGGK,,,,,Norway
258002000,BELMAR,Cargo,LANY8,,,,,Norway
258002350,FOX INSPECTOR,Diving Ops,LGNH,,,,,Norway
258002830,RS ERLING SKJALGSSON,SAR Vessel,LGMI,,,,,Norway
258004560,SPIRO SURVEYOR,HSC,LGSK,,,,,Norway
258004690,MULTI POWER,Other,LGJT,,,,,Norway
258005680,PORT BANDIT,HSC,LH4612,,,,,Norway
258007280,SCAN FJELL,Cargo,LAMP8,,,,,Norway
258008390,MJOELNER,Cargo,LH4361,,,,,Norway
258012160,UNI OKSOY,SAR Vessel,LF7243,,,,,Norway
258012490,MAUREL,Other,LH4774,,,,,Norway
258013490,MOEN ARTIC,Cargo,LH4461,,,,,Norway
258017680,RAMTIND,79,LH4364,,,,,Norway
258017890,AQUA FIGHTER,99,LH4727,,,,,Norway
258018930,LAFJORD,69,LGKR,,,,,Norway
258020030,AUSTEVOLLJENTA,58,LGTR,,,,,Norway
258020660,BREISUND,HSC,LF7346,,,,,Norway
258024000,VIKING SATURN,Passenger,LARM8,,,,,Norway
258024850,MARITA,Cargo,LH4916,,,,,Norway
258025160,KB ROKK,Cargo,LGOS,,,,,Norway
258026840,AALFJORD,79,LFCI,,,,,Norway
258027500,RESCUE KAPT.NYGAARD,SAR Vessel,LF5053,,,,,Norway
258027580,EITERTINDEN,Cargo,LH5642,,,,,Norway
258027600,STORM,HSC,LH5644,,,,,Norway
258027630,HAVBLOMST,Fishing,LH5224,,,,,Norway
258027760,GULLHOLM,Cargo,LF7543,,,,,Norway
258027880,ADELSTEN,Tug,LH5127,,,,,Norway
258028640,VEIDNES,Cargo,JXMA,,,,,Norway
258028780,GRIEG ELEKTRA,Cargo,LH5872,,,,,Norway
258030250,SAR RITA IRENE,SAR Vessel,JXPO,,,,,Norway
258030770,GAMNES,Cargo,LH5928,,,,,Norway
258031200,MULTI CHALLENGER,Other,JXZC,,,,,Norway
258037000,WIKEROEY SENIOR,Fishing,LLYH,,,,,Norway
258040000,ASTRID,Fishing,JXPZ,,,,,Norway
258068000,FLYBAATEN,Passenger,LLXB,,,,,Norway
258072500,OYVAKT,44,,,,,,Norway
258098500,RYGERKONGEN,HSC,LNPR,,,,,Norway
258108500,RYGERCRUISE,HSC,LNWS,,,,,Norway
258120000,VOLT HARVEST III,Cargo,LGEX,,,,,Norway
258125000,AQS LOKE,Dredger,LDLO,,,,,Norway
258127000,LOPPOEY,HSC,LCBX,,,,,Norway
258129000,HALTBAKK STAR,Cargo,LEGD3,,,,,Norway
258146000,HIDRAFERJA,69,LLKV,,,,,Norway
258150000,VILLA,Cargo,JXNW,,,,,Norway
258166500,BERIT,Cargo,LG2294,,,,,Norway
258174000,LEINEBRIS JR,Fishing,LCIK,,,,,Norway
258185000,KASFJORD,Fishing,JWOD,,,,,Norway
258193000,SEALICEHUNTER,Other,LDUN,,,,,Norway
258197000,EIDSVAAG OMEGA,Cargo,LGHF,,,,,Norway
258201000,HAVDONN,Tug,3YKM,,,,,Norway
258202000,NORTHERN PHOENIX,Tanker,LAXH8,,,,,Norway
258208360,FOSNA VOYAGER,Dredger,LG9913,,,,,Norway
258210000,GANN,Passenger,LLNV,,,,,Norway
258211000,INTER CALEDONIA,95,LDNZ,,,,,Norway
258217500,RESCUE MAERSK,SAR Vessel,LF4193,,,,,Norway
258219280,FOSNA MALIN,Cargo,LG9008,,,,,Norway
258232000,TAURANGA,Cargo,LLLV,,,,,Norway
258241000,FAKTOR,Cargo,LFZI,,,,,Norway
258255500,TROMS EXPLORER,Cargo,LG3558,,,,,Norway
258257500,RS INGE STEENSLAND,SAR Vessel,LDLR,,,,,Norway
258276500,RESCUE UNI HELGELAND,SAR Vessel,LF4260,,,,,Norway
258277000,HANNE KNUTSEN,Tanker,LAVS7,,,,,Norway
258279000,SAGASUND,69,LLMD,,,,,Norway
258280500,ODIN,SAR Vessel,LFSI,,,,,Norway
258290000,IDA ELISE,Fishing,LGIF,,,,,Norway
258293000,M/V EIDHOLM,79,LNWA,,,,,Norway
258306500,BARONEN,,LAZO,,,,,Norway
258308000,ZENIT,Fishing,LMWI,,,,,Norway
258312000,TENAX,Tug,LDYI,,,,,Norway
258317000,T/B LUPUS,Tug,LMDE,,,,,Norway
258334000,SLOTTSTEIN,Fishing,LJDR,,,,,Norway
258340500,LUNDEROY,Cargo,LG4689,,,,,Norway
258351000,KORALEN,Fishing,LJSL,,,,,Norway
258361500,SIV,79,LG4356,,,,,Norway
258367500,GRIEGFJORD,78,LG3183,,,,,Norway
258381500,ODD KAARE,Cargo,LG5035,,,,,Norway
258383000,BB SERVER,Tug,LAJE,,,,,Norway
258384500,MAYA,Tug,LG5027,,,,,Norway
258390000,VIKING ENERGY,Other,LLVY,,,,,Norway
258396000,POLAR FRIGG,Tug,LAMP,,,,,Norway
258403000,VIKING AVANT,Other,LMSZ,,,,,Norway
258425000,FISKESKJER,Fishing,LDXH,,,,,Norway
258430000,NORSEL,Tanker,LMFQ3,,,,,Norway
258450000,CABELA,79,LCVA,,,,,Norway
258465000,TROLLFJORD,Passenger,LLVT,,,,,Norway
258470000,SEGLA,Fishing,LZLL,,,,,Norway
258477000,LOFOTEN,Passenger,LIXN,,,,,Norway
258482000,RUBINA,Cargo,LDNR,,,,,Norway
258500000,RICHARD WITH,Passenger,LGWH,,,,,Norway
258542000,VESTFJORD,Fishing,LCCZ,,,,,Norway
258558000,ROSLAGEN,Cargo,JWNZ,,,,,Norway
258560610,ARVID,,LE9606,,,,,Norway
258571000,RONJA SUPERIOR,Other,LALB,,,,,Norway
258577000,VIVAX,Tug,LAXB,,,,,Norway
258587000,FJORDFISKEN,Cargo,LDVH,,,,,Norway
258610000,FROEY CHALLENGER,Cargo,LGTB,,,,,Norway
258632000,SOLUNDIR,65,LDJM,,,,,Norway
258634000,PERLEN,79,LDOK,,,,,Norway
258664000,JACQUELINE,Passenger,LECE,,,,,Norway
258688000,NIKLAS,Dredger,LDXZ,,,,,Norway
258746000,BORGENFJORD,Cargo,LFYK,,,,,Norway
258751000,STEN HIDRA,Tanker,LAJX6,,,,,Norway
258765000,SKANDI CALEDONIA,94,LALA7,,,,,Norway
258809000,HAGLAND SAGA,Cargo,LAXY7,,,,,Norway
258829000,BONA STAR,Cargo,JXTX,,,,,Norway
258857000,AQS MERLIN,Other,LEER,,,,,Norway
258969000,HISAROEY,Passenger,LEFX,,,,,Norway
258999199,SIKKERHETSENTERET,,LJ2J,,,,,Norway
258999229,UNIV I TROMSOE,Pleasure Craft,LJ4Z,,,,,Norway
259000420,AUGUSTSON,Cargo,LH4260,,,,,Norway
259000790,ODDRUN WITH,75,LFZE,,,,,Norway
259001680,BAMSE,Tug,LGVM,,,,,Norway
259001980,BIO NAVIGATOR,Tanker,3YCE,,,,,Norway
259004160,OSLOFJORD II,Passenger,LGLQ,,,,,Norway
259005960,HAVSULA,Cargo,LH4600,,,,,Norway
259015380,FOSNAKRAFT,79,LH4604,,,,,Norway
259016601,FUGGELOY,HSC,LF7522,,,,,Norway
259016950,KLOOY,Dredger,LG6117,,,,,Norway
259017050,SIGNE,Cargo,LH5676,,,,,Norway
259017060,PILTEN,Cargo,LH5679,,,,,Norway
259020280,SOLBAS,Cargo,LH5792,,,,,Norway
259023320,SOLOEY,Cargo,LH5738,,,,,Norway
259027310,AURORA,,LF7685,,,,,Norway
259027590,FROY MASTER,Dredger,JXNB,,,,,Norway
259028270,MAROSUND,Cargo,LH6055,,,,,Norway
259029000,HAVBRIS,Cargo,LAVF8,,,,,Norway
259029890,WIEANAH,Cargo,LH6138,,,,,Norway
259030000,WILSON NORFOLK,Cargo,LAMZ8,,,,,Norway
259030100,OV RUNDE,Cargo,LF7763,,,,,Norway
259032520,FINNOY,Cargo,LH6219,,,,,Norway
259032530,LANGSKJAER,79,LH5693,,,,,Norway
259034170,SEINGEN,Fishing,LF7818,,,,,Norway
259034220,KB MALI,79,LH5701,,,,,Norway
259034410,TANTEYEN II,Cargo,LF7821,,,,,Norway
259036010,ERVIK ROBUST,Cargo,LH6275,,,,,Norway
259038630,UNA,Cargo,LH5692,,,,,Norway
259042170,SILEX,Tug,3YFU,,,,,Norway
259042360,FDA NIKLAS,79,LF7927,,,,,Norway
259042370,CORNELIA,Cargo,LH6460,,,,,Norway
259042710,LEROY TROLLFJORD,Cargo,LGPU,,,,,Norway
259044120,STEINKJERRINGA,Cargo,LH6572,,,,,Norway
259045200,MULTI FRONTIER,99,JXZG,,,,,Norway
259045300,MULTI INSTALLER,Tug,3YBR,,,,,Norway
259045890,ELDIABLO,Cargo,LH6605,,,,,Norway
259048830,ASTOR,Tug,LH6120,,,,,Norway
259048850,AQUA QUEEN,79,LH6118,,,,,Norway
259049050,LAKSHOLMEN,,LH6685,,,,,Norway
259049230,HARFJELL,,LF8014,,,,,Norway
259049300,VARGSUND,Passenger,3YEJ,,,,,Norway
259050260,ELLA,79,LH6436,,,,,Norway
259050280,HYBRID NINE,79,LH6430,,,,,Norway
259050320,SJOVAAG,Cargo,LH6726,,,,,Norway
259057000,SCOTIA,Other,LANJ8,,,,,Norway
259074000,HAVILA CLIPPER,Cargo,LMZT,,,,,Norway
259076000,SEIHAV,Cargo,LDRX,,,,,Norway
259080000,VOLT HARVEST I,Cargo,LGOF,,,,,Norway
259085000,NOVATRANS,Cargo,3YDL,,,,,Norway
259109000,KATO,Fishing,LLJC,,,,,Norway
259141000,SUNNY LADY,Fishing,LGDZ,,,,,Norway
259143000,NORJARL,Cargo,LAZN7,,,,,Norway
259196000,BESS,Tug,LHHP,,,,,Norway
259209000,VESTFART,Fishing,LLRG,,,,,Norway
259214000,SEBULON,Fishing,JXGY,,,,,Norway
259221000,EIDSVAAG POLARIS,Cargo,LECV,,,,,Norway
259241000,NORDBANKEN,Fishing,LNFC,,,,,Norway
259246000,BORGOEY,Tug,LDII,,,,,Norway
259256000,LEINEBRIS,Fishing,JXUB,,,,,Norway
259264000,ELIAS JOHAN,Fishing,LGNW,,,,,Norway
259281000,NYBO,Fishing,LMFZ,,,,,Norway
259283000,RONJA FOLLAFOSS,Cargo,JXTR,,,,,Norway
259324000,JORUNN K,Fishing,LHWW,,,,,Norway
259344000,BOMLO,Passenger,LMWY,,,,,Norway
259360000,KEY SUND,Tanker,LIFL3,,,,,Norway
259367000,ISLAND VALIANT,Other,JWMY,,,,,Norway
259386000,STAVANGERFJORD,Passenger,LICY,,,,,Norway
259399000,OSEN,69,LIPV,,,,,Norway
259405000,EIDSVAAG MARIN,75,JWLR,,,,,Norway
259417000,JULSUND,Passenger,LMSC,,,,,Norway
259424000,OLYMPIC TRITON,Other,LADM3,,,,,Norway
259425000,FJORDCHART EXPLORER,49,LIRN,,,,,Norway
259454000,BRENNHOLM,Fishing,LIWG,,,,,Norway
259460000,ERIK BYE,SAR Vessel,LITD,,,,,Norway
259475000,BARHOLM,Fishing,LIQO,,,,,Norway
259490000,SUPERSPEED 1,Passenger,JWNH,,,,,Norway
259506000,SVEASUND,79,LJEC,,,,,Norway
259522000,MOERETIND,Cargo,LJHE,,,,,Norway
259529000,EIRA,Passenger,LLUT,,,,,Norway
259548000,BULLDOG,Tug,LJMG,,,,,Norway
259584000,ROHAV,Cargo,LLUZ,,,,,Norway
259589000,OLAV DUUN,69,LJTN,,,,,Norway
259595000,DYRNESVAAG,Fishing,LJUH,,,,,Norway
259599000,JOHN,Tug,LJUO,,,,,Norway
259610000,HORDAFOR II,Tanker,LJWD,,,,,Norway
259612000,RADEK,Fishing,LJVY,,,,,Norway
259622000,BELOS,Tug,LJXK,,,,,Norway
259623000,ARCTIC EAGLE,Fishing,LJXW,,,,,Norway
259631000,ROBRIS,59,LJXX,,,,,Norway
259650000,VARDEHORN,Passenger,LLAE,,,,,Norway
259653000,UTSYN,Fishing,LLAV,,,,,Norway
259656000,SYNES,Fishing,LLAY,,,,,Norway
259677000,NORANGSFJORD,Passenger,LEKN,,,,,Norway
259681000,FYKAN,Passenger,LLDJ,,,,,Norway
259695000,KORSHOLMEN,75,LLFC,,,,,Norway
259822000,FIRDA HARVEST,Cargo,LLWH,,,,,Norway
259826000,VIKNATRANS,Other,3YMR,,,,,Norway
259845000,ROTTINGOY,Fishing,LCNX,,,,,Norway
259883000,HOPSFJORD,Cargo,LCPG,,,,,Norway
259937000,VOLDNES,Fishing,LKUB,,,,,Norway
259968000,VIKING LADY,Cargo,LAWZ,,,,,Norway
259987000,LANDEGODE,Passenger,LCES,,,,,Norway
259994000,REBBENESOEY,65,3YME,,,,,Norway
261000864,NERPA,Other,SPS3891,,,,,Poland
261002065,BALTIC SURVEYOR,99,SNOF,,,,,Poland
261002090,SM PRC 106,Cargo,SPG2917,,,,,Poland
261002110,SMPRC110,Other,SPG2919,,,,,Poland
261002160,KOL-6,Fishing,SPK2136,,,,,Poland
261003050,AMBER CECILIA,Towing,SNBF,,,,,Poland
261003890,ALBERT WLA131,Fishing,SPG2005,,,,,Poland
261004340,HEL-155,Fishing,SPG2183,,,,,Poland
261004962,URSA,Dredger,SPG5674,,,,,Poland
261005510,WLA-184 HELOT,38,SPG2663,,,,,Poland
261008481,FAIRPLAY-97,Tug,SNKL,,,,,Poland
261009040,WLA 31,Fishing,SPG2624,,,,,Poland
261011140,SM-PRC-101,99,SPG2878,,,,,Poland
261011160,AJAX,,SNHP,,,,,Poland
261013840,LEB 62,Fishing,SPK2022,,,,,Poland
261054033,FAIRPLAY VI,Tug,SNOB,,,,,Poland
261082060,ATLAS,Tug,SPG4825,,,,,Poland
261083010,H-11 BOLKO,Military,SPWJ,,,,,Poland
261182060,CZSZ-CZERWONY SZKWAL,99,SR2060,,,,,Poland
261182201,NOSOROZEC S-05,20,SR2201,,,,,Poland
261182610,MAT,Cargo,SR2610,,,,,Poland
261182616,BM-5245,79,SR2616,,,,,Poland
261184280,OLIWIA,20,SR4280,,,,,Poland
261184720,MS SEDINA,Passenger,SR4720,,,,,Poland
261184910,AGT-10,20,SR4910,,,,,Poland
261185000,NARWAL,Tug,SR5000,,,,,Poland
261185360,NERPA,Tug,SR5360,,,,,Poland
261186367,LIDMANN&MEGGER,79,SR6367,,,,,Poland
261186445,TARPAN,Other,SR6445,,,,,Poland
261198000,ECOMAL II,Tanker,SQIS,,,,,Poland
261379000,IMOR,1,SNKB,,,,,Poland
261462000,H-7,Military,SOWY,,,,,Poland
263023000,PRT WARSHIP F331,Military,CTFK,,,,,Portugal
263075001,NRP TEJO,55,CTPK,,,,,Portugal
263402350,SATURNO,Fishing,CUFC7,,,,,Portugal
263402680,REGIO MAR,Fishing,CUCR8,,,,,Portugal
263408470,RAFAEL Y ANA,Fishing,CURH5,,,,,Portugal
263429550,MONTE DA LUZ,Tug,CUIM6,,,,,Portugal
263442563,PERNA VERDE,Passenger,CSGG3,,,,,Portugal
263482000,GEMINI,Fishing,CUQB,,,,,Portugal
263701470,FERNANDO PESSOA,Passenger,CSKQ,,,,,Portugal
263752240,VIKING HEMMING,Passenger,CSYT6,,,,,Portugal
264163630,KARINA 3,20,YP0274,,,,,Romania
265011360,KATARINA,69,SBYL,,,,,Sweden
265031000,MECKLENBURG VORPOMME,Passenger,SCAN,,,,,Sweden
265041000,AURORA AF HELSINGBOR,Passenger,SCQX,,,,,Sweden
265044670,OCEAN NOMAD,39,SFE4994,,,,,Sweden
265045000,ULVIK,Cargo,SBDX,,,,,Sweden
265048070,RESCUE K12-03 TBN,SAR Vessel,7SA2258,,,,,Sweden
265048110,RESCUE LARS,SAR Vessel,7SA2284,,,,,Sweden
265050000,FUTURE WAY,Cargo,SBAU,,,,,Sweden
265058270,AMBIANCE,69,SBFU,,,,,Sweden
265064950,NINA,Passenger,SBDO,,,,,Sweden
265066000,YMER,,SDIA,,,,,Sweden
265070230,KNAPE,79,SFE5593,,,,,Sweden
265071000,ASTELLA,Tanker,SABE,,,,,Sweden
265076180,NJORD,Dredger,SFE5810,,,,,Sweden
265182000,ODEN,Other,SMLQ,,,,,Sweden
265226000,OCEAN SURVEYOR,9,SBJO,,,,,Sweden
265404000,HMS GLADAN,Sailing,SBCG,,,,,Sweden
265422000,DAGNY,HSC,SFE4762,,,,,Sweden
265463000,SKANE,Passenger,SIEB,,,,,Sweden
265472000,STOCKHOLM,Cargo,SMYP,,,,,Sweden
265506580,ALLEGRO,Cargo,,,,,,Sweden
265511430,PILOT 744 SE,Pilot Vessel,SKHA,,,,,Sweden
265513350,PILOT 571 SE,Pilot Vessel,SCRI,,,,,Sweden
265514840,PILOT 115,Pilot Vessel,SLME,,,,,Sweden
265518710,PILOT 757 SE,Pilot Vessel,SDIR,,,,,Sweden
265520390,VARMDO,Passenger,SMXZ,,,,,Sweden
265522480,SKARGARDEN,Passenger,SFTJ,,,,,Sweden
265522730,RESCUE ULLA KARIN,SAR Vessel,7SA2191,,,,,Sweden
265527030,LYRON,Passenger,SFUI,,,,,Sweden
265530850,RESCUE D SILVIA,SAR Vessel,7SA2177,,,,,Sweden
265547110,RESCUE SJOMANSHUSET,SAR Vessel,7SA2140,,,,,Sweden
265547280,RESCUE EDNABENGTSSON,SAR Vessel,7SA2155,,,,,Sweden
265552070,POLSTJARNAN,Passenger,SFYE,,,,,Sweden
265552100,VIRGO,53,SFB7492,,,,,Sweden
265565690,FYRBJORN,Other,SLXW,,,,,Sweden
265577460,GULLI,Passenger,SFIO,,,,,Sweden
265585870,RESCUE 936,SAR Vessel,SFC8058,,,,,Sweden
265585880,RESCUE 934,SAR Vessel,SFC8056,,,,,Sweden
265586020,SIGNORA,Fishing,SFC6994,,,,,Sweden
265586970,RESCUE H ANDERSSON,SAR Vessel,7SA2306,,,,,Sweden
265594380,SOUND PROSPECTOR,38,SDKF,,,,,Sweden
265599930,NEREUS,Dredger,SKTD,,,,,Sweden
265604470,LINEA,Passenger,SJEC,,,,,Sweden
265606890,VIKTOR,Tug,SFE2650,,,,,Sweden
265609960,R/V SENSOR,,SDGC,,,,,Sweden
265610040,FOX LUNA,Tanker,SIJK,,,,,Sweden
265610960,PILOT 212 SE,Pilot Vessel,SCEG,,,,,Sweden
265627610,HERO,Tug,SEPR,,,,,Sweden
265628300,FANNY,Other,SFC8802,,,,,Sweden
265630560,RESCUE POSTKODEN,SAR Vessel,7SA2420,,,,,Sweden
265633760,DJURGARDEN 7,69,SFE2519,,,,,Sweden
265695180,RESCUE ASTRAL,SAR Vessel,7SA2529,,,,,Sweden
265701610,FLYER,Sailing,SFE2648,,,,,Sweden
265704520,SEAGAS,Tanker,SDMO,,,,,Sweden
265708000,TOR-ON,Fishing,SCGX,,,,,Sweden
265754000,VESTLAND,Fishing,SGCF,,,,,Sweden
265757140,POLIS 139 9980,55,7SA2710,,,,,Sweden
265761380,NEPTUNUS,69,SKIC,,,,,Sweden
265816840,RESCUE SNOW,SAR Vessel,7SA2878,,,,,Sweden
265871000,DROTTEN,69,SGPI,,,,,Sweden
265874000,HUCKLEBERRY FINN,62,SHLU,,,,,Sweden
265952000,ODDAB,Other,SJ2061,,,,,Sweden
266045000,VK 190 SCANO,Fishing,SCBD,,,,,Sweden
266203000,FOX SUNRISE,Tanker,S B C D,,,,,Sweden
266239000,FINNTRADER,99,SKIJ,,,,,Sweden
266266000,ASTRAL,Tanker,SLHJ,,,,,Sweden
266271000,TRE KRONOR STOCKHOLM,Sailing,SBDP,,,,,Sweden
266273000,EXCELLO,Tanker,SJMG,,,,,Sweden
266280000,SWEDISH WARSHIP M77,Military,SCEU,,,,,Sweden
266286000,KBV 001,55,SBDT,,,,,Sweden
266288000,KBV 003,55,SBIW,,,,,Sweden
266428000,BISON,Tug,SFPM,,,,,Sweden
266445000,VISBY,Passenger,SMLT,,,,,Sweden
266465000,MERCURIUS,Tanker,SBDW,,,,,Sweden
266466000,ASTREA,Tanker,SBDA,,,,,Sweden
266472000,SAGAFJORD,Tanker,SGOX,,,,,Sweden
267010003,MUFLON8,79,OMBA,,,,,Unknown
267130706,BD MRENA,,OMGF,,,,,Unknown
267131003,RODA,79,PC2648,,,,,Unknown
269056415,BIBO REGIO,Tanker,HE6415,,,,,Switzerland
269057006,RP BERN,Other,HE7006,,,,,Switzerland
269057042,UNIGAS 3,Tanker,HE7042,,,,,Switzerland
269057072,ORANJE NASSAU IV,Tanker,HE7072,,,,,Switzerland
269057089,LOTUS,Tanker,HE7089,,,,,Switzerland
269057114,CAROLIN,20,HE7114,,,,,Switzerland
269057147,AQUASHIP,99,HE7147,,,,,Switzerland
269057159,FROSCHKOENIG,Tug,HE7159,,,,,Switzerland
269057189,GLORIA,69,HE7189,,,,,Switzerland
269057249,NESTROY,69,HE7249,,,,,Switzerland
269057329,THURGAU CASANOVA,,HE7329,,,,,Switzerland
269057333,KATHARINA VON BORA,69,HE7333,,,,,Switzerland
269057360,LEOPOLDSTAD,Tanker,HE7360,,,,,Switzerland
269057367,ALINA,69,HE7367,,,,,Switzerland
269057394,AMACERTO,69,HE7394,,,,,Switzerland
269057407,VIKING EMBLA,69,HE7407,,,,,Switzerland
269057413,AMAPRIMA,69,HE7413,,,,,Switzerland
269057420,VIKING JARL,99,HE7420,,,,,Switzerland
269057469,VIKING IDI,69,HE7469,,,,,Switzerland
269057506,AVALON TRANQUILITYII,69,HE7506,,,,,Switzerland
269057539,GRACE,69,HE7539,,,,,Switzerland
269057546,VIKING VILHJALM,69,HE7546,,,,,Switzerland
269057560,JOY,69,HE7560,,,,,Switzerland
269057571,INSPIRE,69,HE7571,,,,,Switzerland
269057616,THURGAU SILENCE,69,HE7616,,,,,Switzerland
269057617,COMUS 2,99,OT3907,,,,,Switzerland
269057644,BACCHUS,Tanker,HE7644,,,,,Switzerland
